GeneID,CTRL1,CTRL2,SAMPLE1,SAMPLE2
ENSG00000284154,3,2,7,5
ENSG00000222112,18,29,14,17
ENSG00000233246,7,2,0,6
ENSG00000263841,0,0,0,0
ENSG00000197956,221,132,549,599
ENSG00000196154,9,28,63,41
ENSG00000188015,2,1,16,8
ENSG00000196754,2,1,5,3
ENSG00000285867,2,2,3,2
ENSG00000188643,24,71,89,139
ENSG00000189334,0,5,6,10
ENSG00000189171,46,65,92,59
ENSG00000271853,0,0,0,0
ENSG00000160678,12,13,30,11
ENSG00000272030,0,0,0,0
ENSG00000160679,2376,2641,1875,2794
ENSG00000143553,785,729,424,713
ENSG00000214193,283,265,498,295
ENSG00000286379,23,9,83,26
ENSG00000196182,1743,2004,1801,2197
ENSG00000181817,305,304,346,471
ENSG00000222821,0,0,0,0
ENSG00000116885,316,331,178,263
ENSG00000201448,3,2,0,2
ENSG00000116898,599,636,849,795
ENSG00000142694,0,0,0,0
ENSG00000232237,24,12,27,38
ENSG00000225857,3,2,0,0
ENSG00000243155,15,19,13,22
ENSG00000232586,8,5,3,3
ENSG00000251520,8,7,3,4
ENSG00000270711,4,1,7,0
ENSG00000135823,1136,1145,894,1425
ENSG00000237292,0,1,0,0
ENSG00000225359,1,0,0,2
ENSG00000153029,6,3,132,38
ENSG00000117500,1202,1080,998,1315
ENSG00000237003,0,0,3,0
ENSG00000225297,0,0,0,1
ENSG00000223745,532,815,661,533
ENSG00000229567,4,4,10,6
ENSG00000122483,384,257,173,263
ENSG00000274386,66,109,48,62
ENSG00000177868,436,510,441,536
ENSG00000120370,488,423,1346,879
ENSG00000240553,0,1,1,2
ENSG00000263793,1,0,1,0
ENSG00000266802,0,0,0,0
ENSG00000229010,0,0,0,1
ENSG00000206935,0,0,0,0
ENSG00000252578,0,0,0,0
ENSG00000004487,7624,10198,5920,8634
ENSG00000196734,0,0,0,0
ENSG00000186844,0,0,0,0
ENSG00000235942,0,0,0,0
ENSG00000163206,0,0,0,0
ENSG00000163207,0,0,0,0
ENSG00000224308,0,0,0,0
ENSG00000184148,0,0,0,0
ENSG00000163209,0,0,0,0
ENSG00000234262,0,0,0,0
ENSG00000252920,0,0,0,0
ENSG00000169469,0,0,0,0
ENSG00000163216,0,0,0,0
ENSG00000241794,0,0,0,0
ENSG00000196805,0,0,0,0
ENSG00000203785,0,0,0,0
ENSG00000244094,1,0,0,0
ENSG00000229035,0,0,0,0
ENSG00000159516,0,0,0,0
ENSG00000162706,2111,2010,41,1882
ENSG00000222552,1,3,0,3
ENSG00000225670,196,179,0,183
ENSG00000213088,447,336,7,263
ENSG00000228560,0,0,0,0
ENSG00000196184,0,0,0,0
ENSG00000224943,0,0,0,0
ENSG00000179639,0,0,0,2
ENSG00000225315,0,0,0,0
ENSG00000142661,5,11,3,2
ENSG00000230703,0,0,0,0
ENSG00000142677,0,0,3,3
ENSG00000185436,39,13,290,89
ENSG00000286185,0,0,0,0
ENSG00000230023,0,0,0,0
ENSG00000232298,0,0,2,0
ENSG00000163435,1,3,5,4
ENSG00000249007,0,0,0,0
ENSG00000232296,0,0,0,0
ENSG00000235811,0,0,0,0
ENSG00000212512,0,0,0,0
ENSG00000227109,0,0,0,0
ENSG00000243323,11,5,44,15
ENSG00000133067,15,5,35,37
ENSG00000143851,4,2,7,2
ENSG00000116991,6111,4653,3685,3725
ENSG00000116350,3090,3102,2517,3090
ENSG00000117501,0,0,4,1
ENSG00000226552,0,0,0,0
ENSG00000007933,2,0,4,0
ENSG00000221390,0,0,0,0
ENSG00000283598,0,0,0,0
ENSG00000117507,0,0,0,1
ENSG00000094963,2,6,67,18
ENSG00000225243,0,0,0,0
ENSG00000187800,69,130,3287,815
ENSG00000132694,2021,2186,2797,2766
ENSG00000237842,0,3,8,0
ENSG00000224520,1,0,1,2
ENSG00000253831,0,1,1,0
ENSG00000117036,701,674,1199,959
ENSG00000235700,1,2,7,6
ENSG00000234277,0,0,0,0
ENSG00000232864,0,0,1,0
ENSG00000242757,0,0,0,0
ENSG00000224834,0,0,0,0
ENSG00000201148,0,0,0,0
ENSG00000142698,5,4,0,4
ENSG00000270241,0,0,0,0
ENSG00000121904,856,664,29,901
ENSG00000163344,612,452,323,508
ENSG00000270361,4,2,2,3
ENSG00000163346,2783,982,5000,4185
ENSG00000268154,2,3,7,7
ENSG00000163348,1518,1223,1631,1493
ENSG00000271380,2,6,3,2
ENSG00000160691,2065,911,4714,3158
ENSG00000173207,644,404,277,490
ENSG00000264349,7,1,3,2
ENSG00000160688,634,778,577,692
ENSG00000160685,244,131,428,251
ENSG00000163354,38,57,66,46
ENSG00000163357,20,12,17,20
ENSG00000232093,17,15,10,12
ENSG00000143537,1483,714,1605,1552
ENSG00000226664,0,0,0,0
ENSG00000226487,0,0,0,0
ENSG00000284641,0,0,0,1
ENSG00000014914,435,153,2584,668
ENSG00000264522,500,457,1033,711
ENSG00000223945,5,9,9,11
ENSG00000277199,1,1,0,3
ENSG00000224363,0,0,0,0
ENSG00000278273,0,0,0,0
ENSG00000273825,0,0,0,1
ENSG00000287607,0,0,0,0
ENSG00000271644,0,0,0,0
ENSG00000215784,33,20,10,22
ENSG00000283752,0,0,1,0
ENSG00000281571,3,1,0,3
ENSG00000223612,7,9,7,4
ENSG00000198483,34,21,55,64
ENSG00000143127,27,30,281,49
ENSG00000244619,0,0,0,0
ENSG00000131779,473,539,543,550
ENSG00000234222,13,18,32,28
ENSG00000280778,0,0,0,0
ENSG00000271601,1470,1403,2306,2314
ENSG00000272031,92,120,161,114
ENSG00000278431,0,0,0,0
ENSG00000121851,275,283,236,272
ENSG00000265972,4021,8331,4023,8193
ENSG00000168509,0,0,0,0
ENSG00000287190,4,0,4,1
ENSG00000201558,0,0,0,0
ENSG00000271425,112,60,278,341
ENSG00000276509,0,0,2,1
ENSG00000201789,0,0,0,0
ENSG00000271121,1,0,0,0
ENSG00000227868,1,2,6,4
ENSG00000206700,0,0,0,0
ENSG00000235105,3,6,3,4
ENSG00000223175,0,0,0,0
ENSG00000232514,0,0,0,0
ENSG00000186094,81,40,41,56
ENSG00000287661,6,0,0,1
ENSG00000162373,324,490,260,477
ENSG00000286597,0,1,0,0
ENSG00000229846,2,0,0,0
ENSG00000230114,0,0,0,0
ENSG00000225623,1,0,0,0
ENSG00000237478,0,0,0,0
ENSG00000215887,1,1,0,0
ENSG00000279324,1,0,0,0
ENSG00000233595,0,0,0,0
ENSG00000204006,0,0,0,0
ENSG00000185483,856,970,6377,2291
ENSG00000177452,1,0,3,0
ENSG00000228056,0,0,1,0
ENSG00000233328,4,3,9,6
ENSG00000230364,3,5,12,8
ENSG00000117533,666,730,477,716
ENSG00000232261,0,0,0,0
ENSG00000271459,0,0,0,0
ENSG00000236741,0,0,0,0
ENSG00000253060,0,0,0,0
ENSG00000276442,0,0,0,0
ENSG00000175658,0,0,0,1
ENSG00000271439,0,0,0,0
ENSG00000207205,1,1,1,0
ENSG00000237343,1,0,0,0
ENSG00000233586,0,2,1,0
ENSG00000227212,11,10,17,7
ENSG00000229002,0,0,0,0
ENSG00000275291,3,0,0,0
ENSG00000278099,1,0,0,0
ENSG00000277918,2,1,0,1
ENSG00000142609,111,15,23,60
ENSG00000274265,22,14,32,22
ENSG00000272755,2,4,1,3
ENSG00000286219,94,31,105,116
ENSG00000266417,0,0,0,0
ENSG00000273062,8,13,2,8
ENSG00000116191,1802,2407,1043,1771
ENSG00000228196,2,2,2,0
ENSG00000201791,0,0,0,0
ENSG00000116194,27,31,109,65
ENSG00000142621,80,43,42,52
ENSG00000075151,8245,6411,5146,7295
ENSG00000143772,1016,363,1246,1186
ENSG00000163191,308,213,3972,1434
ENSG00000232678,0,0,0,0
ENSG00000285818,0,0,0,0
ENSG00000182898,0,0,0,0
ENSG00000226716,0,0,0,0
ENSG00000233792,0,0,1,0
ENSG00000215853,0,0,0,0
ENSG00000236427,0,0,0,0
ENSG00000197915,2,0,4,0
ENSG00000266338,812,720,1228,1033
ENSG00000271291,0,0,0,0
ENSG00000207501,0,0,0,0
ENSG00000276216,1,0,0,1
ENSG00000236140,0,1,2,0
ENSG00000234367,0,2,3,2
ENSG00000143409,732,853,783,696
ENSG00000260063,4,7,8,12
ENSG00000060642,289,325,246,343
ENSG00000241188,0,0,0,0
ENSG00000287810,0,0,0,0
ENSG00000204160,814,925,796,980
ENSG00000175793,5,4,2,3
ENSG00000142751,772,878,912,946
ENSG00000226698,0,0,0,0
ENSG00000198746,265,312,287,287
ENSG00000090273,2086,1636,1510,2060
ENSG00000131910,0,0,0,0
ENSG00000172746,0,0,0,0
ENSG00000224064,0,0,0,0
ENSG00000225294,1,0,4,0
ENSG00000253368,565,184,147,293
ENSG00000158246,140,35,40,111
ENSG00000188782,0,0,0,0
ENSG00000278572,0,1,0,0
ENSG00000130695,799,837,769,990
ENSG00000270733,2,2,2,1
ENSG00000131914,4,27,4,4
ENSG00000223583,0,4,5,3
ENSG00000225891,15,22,3,20
ENSG00000198830,7183,4483,2843,5628
ENSG00000158062,1015,591,568,713
ENSG00000158615,1733,2036,1788,2092
ENSG00000236253,0,0,0,1
ENSG00000288527,0,0,0,0
ENSG00000143006,0,0,0,0
ENSG00000174332,19,30,34,99
ENSG00000239007,0,0,0,0
ENSG00000058804,1354,809,668,1031
ENSG00000201003,2,1,1,0
ENSG00000229687,0,0,0,0
ENSG00000230015,0,0,0,0
ENSG00000182901,80,61,0,91
ENSG00000254539,2,2,0,0
ENSG00000274019,0,3,1,0
ENSG00000188822,1,0,0,0
ENSG00000229106,0,1,0,0
ENSG00000232557,0,0,0,0
ENSG00000264926,0,0,0,0
ENSG00000230228,1,0,0,0
ENSG00000189266,2488,2288,2632,2188
ENSG00000188529,6052,5076,3494,5199
ENSG00000215905,0,0,0,0
ENSG00000158055,10,5,7,18
ENSG00000010165,610,579,607,720
ENSG00000213060,1,1,0,1
ENSG00000197959,728,952,466,1191
ENSG00000224600,0,0,1,0
ENSG00000233540,0,0,0,0
ENSG00000230630,223,233,10205,2899
ENSG00000283844,0,0,0,0
ENSG00000283152,0,0,0,0
ENSG00000208024,0,0,0,0
ENSG00000287336,0,2,25,12
ENSG00000206684,0,0,0,0
ENSG00000135845,610,554,563,693
ENSG00000180999,1,3,0,2
ENSG00000201758,0,0,1,2
ENSG00000252073,0,0,0,0
ENSG00000272195,8,38,23,20
ENSG00000252282,0,0,0,0
ENSG00000251754,0,0,0,0
ENSG00000223353,0,0,0,0
ENSG00000201170,0,0,0,0
ENSG00000232192,1,0,4,0
ENSG00000232793,0,0,0,0
ENSG00000203666,321,197,99,188
ENSG00000168148,1,7,2,5
ENSG00000181201,2,3,0,1
ENSG00000198691,15,41,32,87
ENSG00000198625,1839,2028,1642,1759
ENSG00000117713,6679,8690,6042,7320
ENSG00000085433,2463,2966,677,2363
ENSG00000219481,1441,1333,902,1429
ENSG00000143811,480,447,445,487
ENSG00000117090,0,0,0,0
ENSG00000078618,3319,3308,3936,4135
ENSG00000185104,878,822,580,917
ENSG00000117523,8279,8363,9439,8910
ENSG00000132128,2268,2176,3564,2919
ENSG00000142973,2,0,0,1
ENSG00000085552,1521,1312,743,1246
ENSG00000143374,582,703,629,689
ENSG00000182134,594,732,238,537
ENSG00000187048,4,0,0,2
ENSG00000263956,570,373,687,648
ENSG00000142875,1682,1985,1578,2237
ENSG00000134250,4359,1922,15002,9658
ENSG00000132849,803,537,644,906
ENSG00000175206,17,5,15,32
ENSG00000170498,1,0,0,1
ENSG00000120332,15,406,4319,95
ENSG00000086015,2629,2633,6202,5005
ENSG00000162409,648,589,520,496
ENSG00000196189,287,523,268,390
ENSG00000088280,2602,2695,4810,3136
ENSG00000221978,6431,7387,9330,7897
ENSG00000175707,1,2,4,2
ENSG00000134258,27,39,30,43
ENSG00000122482,1771,1929,1543,2000
ENSG00000162365,1,2,3,0
ENSG00000187961,701,745,1029,748
ENSG00000163462,941,864,880,947
ENSG00000116604,1303,1152,2529,1969
ENSG00000211452,6,3,25,5
ENSG00000185499,390,327,520,232
ENSG00000116329,72,7,23,36
ENSG00000235055,0,0,0,0
ENSG00000228431,1,0,0,3
ENSG00000234383,19,6,16,34
ENSG00000221203,0,0,4,2
ENSG00000229133,0,1,2,2
ENSG00000284734,0,0,0,0
ENSG00000284637,0,0,0,0
ENSG00000237568,0,0,0,0
ENSG00000238081,1,0,3,0
ENSG00000233235,0,1,0,1
ENSG00000154451,17,1,24,42
ENSG00000162595,143,64,374,221
ENSG00000011007,1237,1182,1642,1360
ENSG00000117305,488,351,530,476
ENSG00000179163,389,247,1214,948
ENSG00000121764,14,9,2,21
ENSG00000084636,826,924,8489,5474
ENSG00000283683,0,2,1,1
ENSG00000143149,1379,645,1023,1919
ENSG00000177535,0,0,2,1
ENSG00000188340,0,0,0,0
ENSG00000203852,0,0,0,0
ENSG00000203814,12,11,31,39
ENSG00000270276,0,0,1,0
ENSG00000288859,0,0,0,0
ENSG00000186086,0,0,0,0
ENSG00000143164,726,539,872,792
ENSG00000288825,1,0,0,0
ENSG00000184678,456,1032,478,833
ENSG00000270882,1,2,1,0
ENSG00000215695,2,2,2,0
ENSG00000122435,414,479,362,510
ENSG00000203811,0,0,0,0
ENSG00000175143,0,0,0,0
ENSG00000120341,8,5,8,1
ENSG00000142224,2,0,1,0
ENSG00000187180,0,0,0,0
ENSG00000196242,0,0,0,0
ENSG00000187144,1,3,8,3
ENSG00000224494,0,0,1,0
ENSG00000227288,3,7,0,2
ENSG00000227960,0,0,0,0
ENSG00000234953,0,1,0,0
ENSG00000242598,0,0,2,0
ENSG00000236676,0,2,4,0
ENSG00000234683,0,0,0,0
ENSG00000215875,0,0,1,0
ENSG00000117114,3557,6772,5785,5012
ENSG00000184908,18,32,45,16
ENSG00000158816,495,36,75,165
ENSG00000244057,0,0,0,0
ENSG00000117013,48,40,54,83
ENSG00000179862,85,51,54,70
ENSG00000229528,0,0,0,0
ENSG00000228940,0,0,0,0
ENSG00000286668,0,0,0,0
ENSG00000233118,0,0,0,0
ENSG00000281207,40,35,48,40
ENSG00000171790,29,23,48,45
ENSG00000215893,0,0,2,0
ENSG00000081277,0,0,1,0
ENSG00000118194,1,0,0,1
ENSG00000286600,0,0,0,0
ENSG00000159166,1,0,2,0
ENSG00000282221,0,0,0,0
ENSG00000159173,32,65,184,132
ENSG00000227048,0,0,0,0
ENSG00000174307,325,132,553,443
ENSG00000224818,0,0,0,0
ENSG00000159176,1152,471,2970,1822
ENSG00000224536,14,6,15,6
ENSG00000223396,10,7,26,5
ENSG00000236390,1,1,0,3
ENSG00000231871,1,4,2,4
ENSG00000264802,1,0,1,0
ENSG00000235121,6,6,7,12
ENSG00000200942,0,0,0,0
ENSG00000221028,0,0,0,0
ENSG00000198700,7529,6470,6005,6971
ENSG00000277681,4,3,3,6
ENSG00000198892,385,225,530,423
ENSG00000134369,4184,4323,3341,4510
ENSG00000050628,377,145,785,186
ENSG00000186364,79,90,84,78
ENSG00000131788,864,844,2371,1395
ENSG00000278549,0,0,1,0
ENSG00000289565,0,0,0,0
ENSG00000265241,1827,2370,980,1679
ENSG00000116489,2469,2525,2520,2453
ENSG00000235299,1,0,1,0
ENSG00000252750,0,1,0,0
ENSG00000225075,1,2,2,0
ENSG00000155366,844,452,1820,1147
ENSG00000271810,0,0,0,0
ENSG00000261595,0,0,1,0
ENSG00000184599,2,1,0,2
ENSG00000234790,0,0,1,0
ENSG00000155363,772,375,2346,1300
ENSG00000275933,0,0,0,0
ENSG00000273136,265,129,572,381
ENSG00000287979,0,0,2,0
ENSG00000275538,0,0,0,0
ENSG00000120656,344,366,440,378
ENSG00000274423,0,0,3,1
ENSG00000213987,0,0,0,0
ENSG00000229901,1,1,8,2
ENSG00000197780,695,572,675,698
ENSG00000221673,0,0,0,0
ENSG00000136628,3196,2570,2988,3559
ENSG00000162813,468,533,464,522
ENSG00000067704,1964,1962,2011,2162
ENSG00000207590,0,1,1,1
ENSG00000207624,1,3,1,1
ENSG00000232134,5,5,7,6
ENSG00000118873,2134,2058,2566,2525
ENSG00000281696,0,0,0,0
ENSG00000222370,0,0,0,0
ENSG00000270585,7,2,7,8
ENSG00000270708,0,0,0,0
ENSG00000218283,520,435,586,580
ENSG00000213033,0,0,3,2
ENSG00000230318,0,0,0,0
ENSG00000232883,1,1,0,0
ENSG00000226927,0,0,0,0
ENSG00000143776,2256,2121,1525,2936
ENSG00000243173,0,0,1,0
ENSG00000132196,472,514,230,486
ENSG00000230739,0,0,0,1
ENSG00000227667,0,0,0,0
ENSG00000127603,12741,11246,10669,17163
ENSG00000185860,2,2,10,7
ENSG00000117461,3040,4263,2630,3629
ENSG00000278139,0,0,0,0
ENSG00000226957,4,9,3,6
ENSG00000233114,0,0,3,3
ENSG00000227857,0,0,2,1
ENSG00000117472,8,3,16,11
ENSG00000250719,0,0,0,0
ENSG00000171357,58,34,74,58
ENSG00000085999,348,170,134,203
ENSG00000085998,2572,2101,2321,2514
ENSG00000117475,442,449,491,579
ENSG00000117477,284,272,81,216
ENSG00000117479,474,495,387,570
ENSG00000234604,6,3,2,5
ENSG00000213062,116,166,59,148
ENSG00000198734,141,14,107,161
ENSG00000099260,527,306,766,463
ENSG00000223656,5,0,0,6
ENSG00000203685,1496,448,19,1183
ENSG00000244682,0,0,12,2
ENSG00000116580,2150,1772,2440,2356
ENSG00000252396,0,0,0,0
ENSG00000266262,0,0,0,0
ENSG00000252290,0,0,0,0
ENSG00000116996,1,0,0,0
ENSG00000281741,2,0,0,2
ENSG00000226067,11,22,30,45
ENSG00000277610,1,0,0,0
ENSG00000273516,0,0,0,0
ENSG00000275296,0,0,0,0
ENSG00000263353,0,0,0,1
ENSG00000127125,484,483,643,645
ENSG00000230116,0,0,0,0
ENSG00000236876,1,6,17,6
ENSG00000200254,0,0,0,0
ENSG00000236180,0,0,0,3
ENSG00000288867,0,0,1,0
ENSG00000289549,0,0,0,0
ENSG00000271567,0,0,0,0
ENSG00000279782,0,0,0,0
ENSG00000236334,0,0,0,0
ENSG00000270339,0,0,0,0
ENSG00000009307,13938,16006,11799,16220
ENSG00000156097,37,24,19,53
ENSG00000162413,541,378,632,819
ENSG00000116273,1167,763,1518,1212
ENSG00000228750,0,0,0,0
ENSG00000284744,0,0,0,0
ENSG00000117153,1441,1368,1085,1395
ENSG00000230280,19,15,37,17
ENSG00000199471,5,4,1,1
ENSG00000159346,1355,1142,1534,1558
ENSG00000159348,714,500,663,693
ENSG00000231547,0,0,0,0
ENSG00000163444,1167,1085,952,1230
ENSG00000122180,2,3,4,4
ENSG00000163485,159,125,209,152
ENSG00000234775,0,2,2,5
ENSG00000224671,1,0,1,0
ENSG00000133055,1,0,2,1
ENSG00000133048,3,7,9,30
ENSG00000272084,24,31,40,41
ENSG00000127481,8880,7237,13715,13550
ENSG00000211454,31,42,56,45
ENSG00000053372,617,543,467,650
ENSG00000286064,26,16,17,15
ENSG00000162482,23,25,47,42
ENSG00000270728,88,101,101,99
ENSG00000053371,759,597,730,1051
ENSG00000200403,6,2,10,8
ENSG00000040487,410,411,516,575
ENSG00000240490,0,0,2,0
ENSG00000235449,11,7,8,13
ENSG00000226148,4,7,4,7
ENSG00000260021,0,1,0,0
ENSG00000184774,6,1,20,10
ENSG00000234996,57,29,30,26
ENSG00000183155,548,475,382,518
ENSG00000133063,1,1,1,1
ENSG00000236523,0,0,0,2
ENSG00000143847,596,591,775,742
ENSG00000143379,1209,1343,1390,1348
ENSG00000287282,0,0,0,0
ENSG00000252987,0,0,0,0
ENSG00000235575,0,0,0,0
ENSG00000253022,1,1,0,1
ENSG00000007923,1172,1036,1359,1168
ENSG00000116731,2212,2650,3306,2947
ENSG00000283580,0,0,0,0
ENSG00000188672,14,18,13,16
ENSG00000127463,2100,1769,2076,2456
ENSG00000117543,516,719,765,820
ENSG00000235795,11,4,5,8
ENSG00000252765,0,0,0,0
ENSG00000271578,0,0,0,0
ENSG00000164008,294,456,169,309
ENSG00000162367,1,0,0,1
ENSG00000116406,1150,1383,2315,1746
ENSG00000252222,0,0,0,0
ENSG00000163352,4,1,3,2
ENSG00000233562,3,7,0,2
ENSG00000286372,1,3,0,0
ENSG00000286966,0,0,0,0
ENSG00000162704,2717,2887,2348,3451
ENSG00000173627,1,0,0,0
ENSG00000270994,0,0,0,1
ENSG00000116698,3247,3875,2052,3319
ENSG00000162641,23,46,2,13
ENSG00000121940,924,763,900,999
ENSG00000235736,0,0,0,1
ENSG00000225826,1,0,8,8
ENSG00000229612,0,0,0,0
ENSG00000287831,0,0,0,0
ENSG00000203601,0,0,0,2
ENSG00000213063,1,0,0,0
ENSG00000067606,459,349,309,534
ENSG00000197429,461,442,711,551
ENSG00000184588,3135,3609,4444,5281
ENSG00000163157,23,18,68,29
ENSG00000084070,1051,1398,530,1146
ENSG00000169885,10,5,28,6
ENSG00000127483,10807,8726,9337,9758
ENSG00000164002,155,102,176,123
ENSG00000133056,2298,2552,658,2056
ENSG00000163159,1488,1910,1111,1632
ENSG00000143434,3864,4256,2846,4472
ENSG00000085465,146,196,195,156
ENSG00000260948,99,84,107,110
ENSG00000233337,31,30,23,41
ENSG00000243960,23,19,11,27
ENSG00000116455,468,377,379,518
ENSG00000199890,1,2,0,6
ENSG00000116459,2231,2432,1722,2446
ENSG00000143110,33,54,34,43
ENSG00000121933,0,0,2,0
ENSG00000200360,0,0,0,0
ENSG00000282608,0,0,3,0
ENSG00000116473,1163,1249,1195,1366
ENSG00000287400,0,1,1,0
ENSG00000235358,1,1,1,0
ENSG00000204060,74,86,77,136
ENSG00000252563,0,0,0,0
ENSG00000127129,1,1,2,7
ENSG00000230881,0,0,0,0
ENSG00000230638,1,2,0,2
ENSG00000237707,0,0,0,0
ENSG00000289466,4,7,0,3
ENSG00000143153,2582,3037,291,2350
ENSG00000284846,0,0,1,1
ENSG00000183291,1846,1523,2914,2961
ENSG00000153936,2010,1215,1473,1985
ENSG00000267734,0,0,0,0
ENSG00000267561,0,0,0,0
ENSG00000235251,0,0,0,0
ENSG00000225568,1,0,2,1
ENSG00000267272,4,4,11,1
ENSG00000266150,0,0,0,0
ENSG00000226883,0,1,0,0
ENSG00000134709,430,333,514,536
ENSG00000134716,6,7,76,32
ENSG00000265535,0,0,0,0
ENSG00000181218,216,349,111,270
ENSG00000196890,82,99,8,63
ENSG00000168159,2768,2414,2310,3172
ENSG00000177674,461,235,332,371
ENSG00000177553,0,0,0,0
ENSG00000177000,1374,1418,1102,1436
ENSG00000215910,0,1,0,1
ENSG00000197520,0,2,2,0
ENSG00000137968,723,1001,385,695
ENSG00000225828,182,319,97,228
ENSG00000041988,309,327,297,398
ENSG00000196420,0,0,0,4
ENSG00000072694,0,0,3,0
ENSG00000155367,24,27,23,15
ENSG00000159450,14,5,9,28
ENSG00000160783,227,227,178,195
ENSG00000066136,1032,1165,1090,1326
ENSG00000134668,2,3,16,10
ENSG00000180488,549,556,687,711
ENSG00000142961,234,118,367,177
ENSG00000116754,9013,8846,13420,10743
ENSG00000235933,0,0,0,1
ENSG00000288862,4,2,0,1
ENSG00000227963,5,11,0,5
ENSG00000289483,64,61,19,47
ENSG00000288760,0,0,0,0
ENSG00000289484,0,0,0,0
ENSG00000258082,1,0,0,0
ENSG00000242396,0,0,2,1
ENSG00000288738,0,0,0,0
ENSG00000177788,185,160,313,283
ENSG00000233730,2,3,0,0
ENSG00000230426,6,6,0,12
ENSG00000234694,1,1,1,6
ENSG00000234546,32,10,61,22
ENSG00000232721,0,1,0,2
ENSG00000285622,0,0,0,2
ENSG00000238005,3,1,12,13
ENSG00000286863,41,21,19,24
ENSG00000289544,0,0,0,0
ENSG00000227959,0,1,18,12
ENSG00000224081,94,107,278,132
ENSG00000287033,2,2,7,5
ENSG00000284700,22,2,1,36
ENSG00000224977,0,0,0,0
ENSG00000289348,0,1,0,0
ENSG00000284693,28,42,10,35
ENSG00000231246,0,5,0,8
ENSG00000203721,4,7,10,15
ENSG00000288810,0,0,0,0
ENSG00000230937,0,0,0,0
ENSG00000288950,0,0,0,0
ENSG00000229588,11,2,1,6
ENSG00000289426,2,0,1,4
ENSG00000289291,0,4,5,6
ENSG00000215866,0,2,6,2
ENSG00000289394,6,2,2,5
ENSG00000230615,30,23,25,21
ENSG00000289612,13,24,74,45
ENSG00000226026,9,2,31,17
ENSG00000197989,182,139,340,246
ENSG00000289407,25,13,9,14
ENSG00000289305,8,2,12,14
ENSG00000289057,0,0,0,0
ENSG00000236200,61,56,85,45
ENSG00000289212,21,20,21,31
ENSG00000197880,0,0,0,1
ENSG00000288826,42,37,19,37
ENSG00000289419,45,61,41,71
ENSG00000289554,96,92,73,81
ENSG00000289192,4,7,5,12
ENSG00000289581,3,1,3,3
ENSG00000289380,2,2,5,3
ENSG00000289425,0,1,1,0
ENSG00000283324,3,2,1,3
ENSG00000252822,0,0,0,0
ENSG00000235371,0,1,1,0
ENSG00000286142,0,1,0,0
ENSG00000077585,413,412,220,340
ENSG00000222650,0,0,0,0
ENSG00000237922,0,1,0,1
ENSG00000086619,406,490,331,497
ENSG00000203786,0,0,0,0
ENSG00000225556,5,4,22,5
ENSG00000117791,212,56,352,110
ENSG00000186205,517,241,154,261
ENSG00000289142,0,0,0,1
ENSG00000123472,2138,2291,928,1672
ENSG00000010803,811,1164,1364,1169
ENSG00000222854,0,0,0,0
ENSG00000196369,214,95,132,244
ENSG00000143333,394,1182,128,421
ENSG00000261504,11,22,4,8
ENSG00000227181,0,0,0,0
ENSG00000271269,0,0,0,0
ENSG00000135824,997,2128,42,2146
ENSG00000227941,0,0,0,0
ENSG00000259788,0,0,1,0
ENSG00000272574,9,4,38,26
ENSG00000031698,2989,3807,2180,4143
ENSG00000143126,9319,15536,774,10043
ENSG00000134222,3157,1937,310,1559
ENSG00000221986,10,6,2,15
ENSG00000134243,8631,5860,1753,4762
ENSG00000143106,1203,1140,1367,1450
ENSG00000200674,2,3,2,4
ENSG00000252357,1,0,1,0
ENSG00000185278,1228,1523,833,1247
ENSG00000252231,0,0,0,0
ENSG00000200755,0,0,0,0
ENSG00000225952,2,1,0,0
ENSG00000264014,0,0,0,0
ENSG00000215906,0,0,0,0
ENSG00000117143,770,762,1843,1301
ENSG00000229849,0,0,0,0
ENSG00000163564,0,1,0,0
ENSG00000163565,104,115,653,277
ENSG00000163568,221,202,17,127
ENSG00000233473,1,0,1,1
ENSG00000222009,142,170,1355,327
ENSG00000004455,1865,1723,2154,2150
ENSG00000229913,0,0,0,0
ENSG00000236341,0,0,0,0
ENSG00000157131,1,0,0,0
ENSG00000173372,0,0,0,0
ENSG00000289692,0,0,0,0
ENSG00000159189,0,0,0,0
ENSG00000173369,1,0,0,0
ENSG00000284214,0,0,0,0
ENSG00000284203,0,0,0,0
ENSG00000117335,5304,7910,5209,6300
ENSG00000180667,529,689,454,636
ENSG00000123843,0,2,1,4
ENSG00000123838,1,2,3,2
ENSG00000275392,1,2,0,3
ENSG00000226565,0,0,0,0
ENSG00000224462,0,0,0,0
ENSG00000243636,0,0,0,0
ENSG00000289694,0,0,0,0
ENSG00000265986,0,0,0,1
ENSG00000264582,0,0,0,0
ENSG00000116785,0,0,1,0
ENSG00000283876,0,0,0,0
ENSG00000123689,8,6,54,17
ENSG00000117594,1,0,12,10
ENSG00000236136,0,0,0,0
ENSG00000009790,5,6,9,10
ENSG00000162757,1,1,12,9
ENSG00000289700,0,0,0,0
ENSG00000117595,45,25,1539,556
ENSG00000117597,311,366,483,395
ENSG00000177181,977,575,13,620
ENSG00000235002,2,1,0,4
ENSG00000066185,16,11,14,6
ENSG00000134684,1639,1452,1528,2153
ENSG00000021852,0,0,0,0
ENSG00000132716,1584,1625,1765,1785
ENSG00000258465,0,0,0,0
ENSG00000224261,3,2,14,4
ENSG00000162735,1223,1187,1225,1258
